"term.id"	"term.name"	"term.count"	"term.expected"	"term.var"	"p.value"	"p.value.adjusted"	"ts.M"	"ts.N"	"ts.n"	"enrichment.type"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	2	0.142798013245033	0.141265182482012	0.000351824113491847	0.00145127446815387	30	4832	23	"go.function"
"GO:0031267"	"small GTPase binding"	1	0.0333195364238411	0.0331197524526583	0.000448647467876666	0.00174180781646235	7	4832	23	"go.function"
"GO:0048038"	"quinone binding"	1	0.0380794701986755	0.0378433008631529	0.000596464533784103	0.00207192943314478	8	4832	23	"go.function"
"GO:0070402"	"NADPH binding"	1	0.0380794701986755	0.0378433008631529	0.000596464533784103	0.00207192943314478	8	4832	23	"go.function"
"GO:0035035"	"histone acetyltransferase binding"	1	0.0428394039735099	0.0425648880743905	0.000764662915104504	0.00242036151118983	9	4832	23	"go.function"
"GO:0061630"	"ubiquitin protein ligase activity"	2	0.185637417218543	0.183300546757011	0.000770115026287672	0.00242036151118983	39	4832	23	"go.function"
"GO:0004867"	"serine-type endopeptidase inhibitor activity"	1	0.0618791390728477	0.0614316249267708	0.00163767806179962	0.00491303418539885	13	4832	23	"go.function"
"GO:0019902"	"phosphatase binding"	1	0.0666390728476821	0.0661434061417234	0.00190509918339141	0.00546680635234056	14	4832	23	"go.function"
"GO:0051219"	"phosphoprotein binding"	1	0.0713990066225166	0.070853226157419	0.00219183590280677	0.00602754873271861	15	4832	23	"go.function"
"GO:0005507"	"copper ion binding"	1	0.076158940397351	0.0755610849738575	0.00249771448157157	0.00634035214552783	16	4832	23	"go.function"
"GO:0051721"	"protein phosphatase 2A binding"	1	0.076158940397351	0.0755610849738575	0.00249771448157157	0.00634035214552783	16	4832	23	"go.function"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	1	0.0809188741721854	0.0802669825910391	0.00282256227452333	0.00665318250423357	17	4832	23	"go.function"
"GO:0003690"	"double-stranded DNA binding"	1	0.0809188741721854	0.0802669825910391	0.00282256227452333	0.00665318250423357	17	4832	23	"go.function"
"GO:0001046"	"core promoter sequence-specific DNA binding"	1	0.0856788079470199	0.0849709190089636	0.00316620772402987	0.00696565699286571	18	4832	23	"go.function"
"GO:0044212"	"transcription regulatory region DNA binding"	2	0.29987582781457	0.294618216584569	0.00310610152223129	0.00696565699286571	63	4832	23	"go.function"
"GO:0043621"	"protein self-association"	1	0.0951986754966888	0.0943729082470418	0.00390921076533127	0.00832283582296335	20	4832	23	"go.function"
"GO:0001085"	"RNA polymerase II transcription factor binding"	1	0.0999586092715232	0.0990709610671953	0.00430823062785967	0.00861646125571934	21	4832	23	"go.function"
"GO:0051087"	"chaperone binding"	1	0.0999586092715232	0.0990709610671953	0.00430823062785967	0.00861646125571934	21	4832	23	"go.function"
"GO:0001047"	"core promoter binding"	1	0.104718543046358	0.103767052688092	0.00472537267703584	0.00917278225542252	22	4832	23	"go.function"
"GO:0030971"	"receptor tyrosine kinase binding"	1	0.138038079470199	0.136584780455172	0.00813895899052593	0.0153477512392775	29	4832	23	"go.function"
"GO:0001948"	"glycoprotein binding"	1	0.147557947019868	0.145943623309595	0.00926807062100368	0.0169914628051734	31	4832	23	"go.function"
"GO:0051117"	"ATPase binding"	1	0.17135761589404	0.169306409458658	0.0123770087156836	0.022077907438787	36	4832	23	"go.function"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	1	0.185637417218543	0.183300546757011	0.0144324473592319	0.02282788964047	39	4832	23	"go.function"
"GO:0003682"	"chromatin binding"	2	0.514072847682119	0.500294085664742	0.0138909780402602	0.02282788964047	108	4832	23	"go.function"
"GO:0008134"	"transcription factor binding"	2	0.514072847682119	0.500294085664742	0.0138909780402602	0.02282788964047	108	4832	23	"go.function"
"GO:0019901"	"protein kinase binding"	3	0.971026490066225	0.925795876464371	0.0145268388621173	0.02282788964047	204	4832	23	"go.function"
"GO:0047485"	"protein N-terminus binding"	1	0.180877483443709	0.178637795523484	0.0137318149319014	0.02282788964047	38	4832	23	"go.function"
"GO:0042802"	"identical protein binding"	4	1.58505794701987	1.4691020036341	0.0180836471392147	0.0277562956090273	333	4832	23	"go.function"
"GO:0002020"	"protease binding"	1	0.21419701986755	0.211235868973779	0.0189521230788697	0.0277964471823422	45	4832	23	"go.function"
"GO:0019903"	"protein phosphatase binding"	1	0.21419701986755	0.211235868973779	0.0189521230788697	0.0277964471823422	45	4832	23	"go.function"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	1	0.276076158940397	0.271520192335203	0.0304847715975846	0.0437390201182735	58	4832	23	"go.function"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	2	0.704470198675497	0.679783041665765	0.0318350153915452	0.0437731461633747	148	4832	23	"go.function"
"GO:0003674"	"molecular_function"	1	0.280836092715232	0.27614371958359	0.0314640784260455	0.0437731461633747	59	4832	23	"go.function"
"GO:0043565"	"sequence-specific DNA binding"	1	0.314155629139073	0.308453496743105	0.0386620569745701	0.0510339152064325	66	4832	23	"go.function"
"GO:0008022"	"protein C-terminus binding"	1	0.314155629139073	0.308453496743105	0.0386620569745701	0.0510339152064325	66	4832	23	"go.function"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	1	0.342715231788079	0.336071104680238	0.0452862817862357	0.0586057764292462	72	4832	23	"go.function"
"GO:0005096"	"GTPase activator activity"	1	0.361754966887417	0.354443619319854	0.0499216334450954	0.0633620732187749	76	4832	23	"go.function"
"GO:0003723"	"RNA binding"	1	0.366514900662252	0.359031844981615	0.0511067816573095	0.0636424073468383	77	4832	23	"go.function"
"GO:0003677"	"DNA binding"	2	0.928187086092715	0.886672893086023	0.0633232600880978	0.0773950956632307	195	4832	23	"go.function"
"GO:0042803"	"protein homodimerization activity"	3	1.56601821192053	1.45274560183069	0.0668832903082856	0.0802599483699428	329	4832	23	"go.function"
"GO:0098641"	"cadherin binding involved in cell-cell adhesion"	1	0.466473509933775	0.454931546850235	0.0782003984720892	0.0921647553421052	98	4832	23	"go.function"
"GO:0019904"	"protein domain specific binding"	1	0.475993377483444	0.464019744207192	0.0809805732296372	0.0937669795290536	100	4832	23	"go.function"
"GO:0031625"	"ubiquitin protein ligase binding"	1	0.585471854304636	0.567970169025814	0.115013637409358	0.13040020253325	123	4832	23	"go.function"
"GO:0004871"	"signal transducer activity"	1	0.59023178807947	0.572466218322496	0.116569878022147	0.13040020253325	124	4832	23	"go.function"
"GO:0019899"	"enzyme binding"	1	0.737789735099338	0.710870991688167	0.16722752556939	0.183950278126329	155	4832	23	"go.function"
"GO:0044822"	"poly(A) RNA binding"	1	0.861548013245033	0.825499165861548	0.212302847984611	0.229704720770234	181	4832	23	"go.function"
"GO:0046982"	"protein heterodimerization activity"	1	0.875827814569536	0.838640181483105	0.217600681026154	0.231639434640744	184	4832	23	"go.function"
"GO:0005102"	"receptor binding"	1	0.928187086092715	0.886672893086023	0.237140949681951	0.248433375857282	195	4832	23	"go.function"
"GO:0046872"	"metal ion binding"	2	2.40852649006623	2.14648944040743	0.438538941534211	0.452243283457155	506	4832	23	"go.function"
"GO:0004930"	"G-protein coupled receptor activity"	1	2.1705298013245	1.95674341229228	0.653194796757999	0.663243947477353	456	4832	23	"go.function"
"GO:0005524"	"ATP binding"	1	3.20343543046358	2.74470522437477	0.850700350440755	0.850700350440755	673	4832	23	"go.function"
"GO:0031497"	"chromatin assembly"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:0097252"	"oligodendrocyte apoptotic process"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:1904527"	"negative regulation of microtubule binding"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:0006290"	"pyrimidine dimer repair"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:0010482"	"regulation of epidermal cell division"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:0071233"	"cellular response to leucine"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:1902010"	"negative regulation of translation in response to endoplasmic reticulum stress"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:0015677"	"copper ion import"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:0097461"	"ferric iron import into cell"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:0043331"	"response to dsRNA"	1	0.00536082474226804	0.00533208630035073	0	0	1	4850	26	"go.process"
"GO:0072332"	"intrinsic apoptotic signaling pathway by p53 class mediator"	4	0.0643298969072165	0.0638398849769358	2.27606376633265e-09	4.69696795415919e-08	12	4850	26	"go.process"
